"date","site","round","starttime","endtime","start30","end30","year","starttemp","endtemp","avg.temp"
2022-06-15,"Stupid Falls",1,"10:25","10:55","10:30","11:00",2022,19.37722222,19.28222222,19.32972222
2022-06-15,"Stupid Falls",2,"12:00","12:25","12:00","12:30",2022,25.51277778,26.09722222,25.805
2022-06-15,"Stupid Falls",3,"13:53","14:19","14:00","14:30",2022,26.97722222,24.06222222,25.51972222
2022-06-16,"Ohio Pass Low",1,"9:55","10:31","10:00","10:30",2022,23.67722222,25.41611111,24.546666665
2022-06-16,"Ohio Pass Low",2,"11:58","12:32","12:00","12:30",2022,28.555,30.55777778,29.55638889
2022-06-16,"Ohio Pass Low",3,"13:55","14:27","14:00","14:30",2022,33.84777778,33.01388889,33.430833335
2022-06-17,"Avery Picnic",1,"10:00","10:39","10:00","10:30",2022,13.07611111,16.42722222,14.751666665
2022-06-17,"Avery Picnic",2,"11:57","12:28","12:00","12:30",2022,33.84777778,32.49722222,33.1725
2022-06-20,"Virginia Basin",1,"12:57","14:08","13:00","14:00",2022,16.99888889,16.52277778,16.760833335
2022-06-21,"Ohio Pass High",1,"10:07","10:52","10:00","11:00",2022,16.23722222,19.47222222,17.85472222
2022-06-21,"Ohio Pass High",2,"12:00","12:32","12:00","12:30",2022,20.805,21.28222222,21.04361111
2022-06-21,"Ohio Pass High",3,"14:00","14:38","14:00","14:30",2022,21.855,22.71722222,22.28611111
2022-06-21,"Kebler Pass",1,"10:00","10:37","10:00","10:30",2022,22.81222222,23.77277778,23.2925
2022-06-21,"Kebler Pass",2,"12:00","12:33","12:00","12:30",2022,27.17277778,27.37,27.27138889
2022-06-21,"Kebler Pass",3,"13:55","14:25","14:00","14:30",2022,28.95277778,27.96111111,28.456944445
2022-06-22,"Stupid Falls",1,"9:57","10:24","10:00","10:30",2022,23.29222222,21.855,22.57361111
2022-06-22,"Stupid Falls",2,"12:00","12:24","12:00","12:30",2022,23.1,21.09111111,22.095555555
2022-06-22,"Stupid Falls",3,"14:00","14:22","14:00","14:30",2022,20.99611111,19.85277778,20.424444445
2022-06-22,"Brush Creek Hill",1,"10:08","10:41","10:00","10:30",2022,18.90111111,18.71111111,18.80611111
2022-06-22,"Brush Creek Hill",2,"12:00","12:30","12:00","12:30",2022,21.95111111,22.525,22.238055555
2022-06-22,"Brush Creek Hill",3,"14:00","14:30","14:00","14:30",2022,20.805,20.805,20.805
2022-06-24,"Gothic Town",1,"10:00","10:56","10:00","11:00",2022,23.77277778,20.13777778,21.95527778
2022-06-23,"Avery Picnic",1,"10:00","10:30","10:00","10:30",2022,7.682222222,11.13888889,9.410555556
2022-06-23,"Avery Picnic",2,"11:50","12:16","12:00","12:30",2022,22.81222222,23.58111111,23.196666665
2022-06-23,"Avery Picnic",3,"14:11","14:50","14:00","15:00",2022,22.33277778,24.835,23.58388889
2022-06-24,"Ohio Pass Low",2,"11:57","12:27","12:00","12:30",2022,17.855,21.66388889,19.759444445
2022-06-24,"Ohio Pass Low",3,"13:56","14:26","14:00","14:30",2022,25.90222222,27.86222222,26.88222222
2022-06-23,"Rustlers Gulch",1,"10:00","10:38","10:00","10:30",2022,14.23,19.94777778,17.08888889
2022-06-23,"Rustlers Gulch",2,"12:03","13:03","12:00","13:00",2022,21.95111111,23.48388889,22.7175
2022-06-23,"Rustlers Gulch",3,"14:04","14:53","14:00","15:00",2022,23.1,19.28222222,21.19111111
2022-06-25,"Ohio Pass High",1,"10:19","11:18","10:30","11:30",2022,20.42388889,21.56888889,20.99638889
2022-06-25,"Ohio Pass High",2,"12:00","12:59","12:00","13:00",2022,22.14222222,25.31888889,23.730555555
2022-06-25,"Ohio Pass High",3,"14:01","14:56","14:00","15:00",2022,27.17277778,23.96611111,25.569444445
2022-06-27,"Virginia Basin",1,"11:00","11:52","11:00","12:00",2022,13.65388889,17.855,15.754444445
2022-06-28,"Rustlers Gulch",1,"10:01","10:33","10:00","10:30",2022,21.47277778,20.99611111,21.234444445
2022-06-28,"Rustlers Gulch",2,"12:24","13:26","12:30","13:30",2022,20.99611111,26.195,23.595555555
2022-06-29,"Stupid Falls",1,"10:02","10:20","10:00","10:30",2022,27.46777778,27.17277778,27.32027778
2022-06-29,"Stupid Falls",2,"11:59","12:24","12:00","12:30",2022,26.48777778,28.06,27.27388889
2022-06-29,"Stupid Falls",3,"14:02","14:19","14:00","14:30",2022,30.05388889,28.555,29.304444445
2022-07-01,"Gothic Town",1,"9:52","12:12","10:00","12:00",2022,19.94777778,21.18722222,20.5675
2022-07-01,"Kebler Pass",1,"9:42","10:16","09:30","10:30",2022,21.76,24.93111111,23.345555555
2022-07-01,"Kebler Pass",2,"11:30","12:00","11:30","12:00",2022,25.51277778,23.29222222,24.4025
2022-07-01,"Avery Picnic",1,"10:34","13:42","10:30","13:30",2022,14.80388889,19.18722222,16.995555555
2022-07-02,"Ohio Pass High",1,"10:16","11:20","10:30","11:30",2022,19.94777778,22.14222222,21.045
2022-07-02,"Ohio Pass High",2,"12:00","13:06","12:00","13:00",2022,22.62111111,23.96611111,23.29361111
2022-07-02,"Ohio Pass High",3,"13:50","14:55","14:00","15:00",2022,21.56888889,25.41611111,23.4925
2022-07-05,"Brush Creek Hill",1,"10:24","11:03","10:30","11:00",2022,24.44777778,27.075,25.76138889
2022-07-05,"Brush Creek Hill",2,"12:00","12:37","12:00","12:30",2022,21.66388889,23.96611111,22.815
2022-07-05,"Ohio Pass Low",1,"10:00","10:40","10:00","10:30",2022,18.80611111,20.04277778,19.424444445
2022-07-05,"Ohio Pass Low",2,"12:05","12:28","12:00","12:30",2022,18.045,17.76,17.9025
2022-07-06,"Gothic Town",1,"9:50","11:48","10:00","12:00",2022,19.66222222,22.71722222,21.18972222
2022-07-06,"Avery Picnic",1,"10:48","12:12","11:00","12:00",2022,17.475,18.71111111,18.093055555
2022-07-07,"Stupid Falls",1,"9:58","10:23","10:00","10:30",2022,23.29222222,25.41611111,24.354166665
2022-07-07,"Stupid Falls",2,"11:59","12:22","12:00","12:30",2022,27.665,28.555,28.11
2022-07-07,"Stupid Falls",3,"13:57","14:20","14:00","14:30",2022,26.87888889,26.29222222,26.585555555
2022-07-07,"Kebler Pass",1,"10:05","10:46","10:00","11:00",2022,21.95111111,27.27222222,24.611666665
2022-07-07,"Kebler Pass",2,"11:55","12:40","12:00","12:30",2022,26.585,24.06222222,25.32361111
2022-07-07,"Kebler Pass",3,"14:00","14:36","14:00","14:30",2022,28.45611111,26.39,27.423055555
2022-07-08,"Virginia Basin",1,"11:00","13:06","11:00","13:00",2022,20.71,24.15777778,22.43388889
2022-07-08,"Rustlers Gulch",1,"10:00","10:34","10:00","10:30",2022,22.23777778,21.66388889,21.950833335
2022-07-08,"Rustlers Gulch",2,"11:56","12:55","12:00","13:00",2022,25.70777778,24.93111111,25.319444445
2022-07-08,"Rustlers Gulch",3,"13:58","14:35","14:00","14:30",2022,28.25777778,27.86222222,28.06
2022-07-11,"Ohio Pass Low",1,"10:04","10:49","10:00","11:00",2022,21.56888889,25.31888889,23.44388889
2022-07-11,"Ohio Pass Low",2,"12:02","12:41","12:00","12:30",2022,28.06,28.555,28.3075
2022-07-11,"Ohio Pass Low",3,"14:04","14:39","14:00","14:30",2022,30.76,31.37,31.065
2022-07-11,"Ohio Pass High",1,"10:00","10:50","10:00","11:00",2022,21.855,25.805,23.83
2022-07-11,"Ohio Pass High",2,"12:00","12:47","12:00","13:00",2022,26.68277778,28.06,27.37138889
2022-07-11,"Ohio Pass High",3,"14:04","14:51","14:00","15:00",2022,29.45222222,31.16611111,30.309166665
2022-07-12,"Gothic Town",1,"10:22","12:45","10:30","13:00",2022,25.02777778,26.48777778,25.75777778
2022-07-12,"Brush Creek Hill",1,"10:07","10:30","10:00","10:30",2022,22.81222222,24.06222222,23.43722222
2022-07-12,"Brush Creek Hill",2,"12:00","12:28","12:00","12:30",2022,30.15388889,31.26777778,30.710833335
2022-07-12,"Brush Creek Hill",3,"13:58","14:20","14:00","14:30",2022,34.69111111,30.05388889,32.3725
2022-07-13,"Virginia Basin",1,"11:37","14:02","11:30","14:00",2022,21.855,25.51277778,23.68388889
2022-07-13,"Rustlers Gulch",1,"10:00","10:27","10:00","10:30",2022,24.06222222,24.44777778,24.255
2022-07-13,"Rustlers Gulch",2,"12:00","12:34","12:00","12:30",2022,21.76,23.86888889,22.814444445
2022-07-13,"Rustlers Gulch",3,"14:00","14:30","14:00","14:30",2022,20.99611111,21.37777778,21.186944445
2022-07-14,"Avery Picnic",1,"10:23","12:12","10:30","12:00",2022,14.42111111,27.96111111,21.19111111
2022-07-14,"Stupid Falls",1,"10:02","10:25","10:00","10:30",2022,28.15888889,30.45722222,29.308055555
2022-07-14,"Stupid Falls",2,"11:58","12:44","12:00","12:30",2022,29.95277778,33.63888889,31.795833335
2022-07-14,"Stupid Falls",3,"14:04","14:38","14:00","14:30",2022,30.96277778,27.27222222,29.1175
2022-07-18,"Gothic Town",1,"10:25","13:41","10:30","13:30",2022,26.585,27.76388889,27.174444445
2022-07-18,"Kebler Pass",1,"10:00","10:39","10:00","10:30",2022,31.98277778,32.80722222,32.395
2022-07-18,"Kebler Pass",2,"12:00","12:38","12:00","12:30",2022,38.49,36.18722222,37.33861111
2022-07-18,"Kebler Pass",3,"14:00","14:35","14:00","14:30",2022,35.115,33.74277778,34.42888889
2022-07-19,"Virginia Basin",1,"11:33","13:50","11:30","14:00",2022,21.76,25.90222222,23.83111111
2022-07-20,"Ohio Pass High",1,"10:00","10:52","10:00","11:00",2022,24.835,25.70777778,25.27138889
2022-07-20,"Ohio Pass High",2,"12:00","12:55","12:00","13:00",2022,27.96111111,28.75388889,28.3575
2022-07-20,"Ohio Pass High",3,"14:00","14:48","14:00","15:00",2022,31.37,27.27222222,29.32111111
2022-07-20,"Ohio Pass Low",1,"10:08","11:22","10:00","11:30",2022,23.38777778,26.195,24.79138889
2022-07-20,"Ohio Pass Low",2,"12:22","13:22","12:30","13:30",2022,28.45611111,30.255,29.355555555
2022-07-21,"Avery Picnic",1,"10:30","12:42","10:30","12:30",2022,12.88277778,31.06388889,21.973333335
2022-07-22,"Rustlers Gulch",1,"10:00","10:39","10:00","10:30",2022,25.70777778,26.585,26.14638889
2022-07-22,"Rustlers Gulch",2,"12:00","12:37","12:00","12:30",2022,25.70777778,25.805,25.75638889
2022-07-22,"Rustlers Gulch",3,"14:00","14:39","14:00","14:30",2022,26.78111111,28.35722222,27.569166665
2022-07-22,"Stupid Falls",1,"10:11","10:38","10:00","10:30",2022,29.45222222,31.57388889,30.513055555
2022-07-22,"Stupid Falls",2,"12:01","12:41","12:00","12:30",2022,36.18722222,35.64888889,35.918055555
2022-07-22,"Stupid Falls",3,"14:10","14:34","14:00","14:30",2022,25.31888889,28.555,26.936944445
2022-07-23,"Brush Creek Hill",1,"10:10","11:23","10:00","11:30",2022,26.39,33.63888889,30.014444445
2022-07-23,"Brush Creek Hill",2,"12:05","13:05","12:00","13:00",2022,26,32.49722222,29.24861111
2022-07-23,"Brush Creek Hill",3,"13:55","14:50","14:00","15:00",2022,34.585,36.51111111,35.548055555
2022-07-25,"Kebler Pass",1,"10:00","10:32","10:00","10:30",2022,13.94222222,16.14111111,15.041666665
2022-07-25,"Kebler Pass",2,"11:58","12:39","12:00","12:30",2022,19.94777778,19.94777778,19.94777778
2022-07-25,"Kebler Pass",3,"14:00","14:48","14:00","15:00",2022,23.86888889,29.65222222,26.760555555
2022-07-25,"Gothic Town",1,"10:50","12:47","11:00","13:00",2022,17.475,17.95,17.7125
2022-07-26,"Stupid Falls",1,"10:00","10:38","10:00","10:30",2022,25.125,27.96111111,26.543055555
2022-07-26,"Stupid Falls",2,"12:00","12:44","12:00","12:30",2022,29.25222222,30.255,29.75361111
2022-07-26,"Ohio Pass High",1,"10:13","10:58","10:00","11:00",2022,22.14222222,22.14222222,22.14222222
2022-07-26,"Ohio Pass High",2,"11:55","12:40","12:00","12:30",2022,22.90777778,23.58111111,23.244444445
2022-07-26,"Ohio Pass High",3,"13:46","14:26","14:00","14:30",2022,27.27222222,23.29222222,25.28222222
2022-07-27,"Virginia Basin",1,"11:43","14:38","11:30","14:30",2022,22.33277778,26.48777778,24.41027778
2022-08-01,"Avery Picnic",1,"10:21","12:29","10:30","12:30",2022,14.61277778,20.90111111,17.756944445
2022-08-01,"Rustlers Gulch",1,"10:01","10:42","10:00","10:30",2022,20.51888889,22.90777778,21.713333335
2022-08-01,"Rustlers Gulch",2,"12:05","12:43","12:00","12:30",2022,26.585,23.96611111,25.275555555
2022-08-01,"Rustlers Gulch",3,"13:53","14:33","14:00","14:30",2022,24.93111111,22.90777778,23.919444445
2022-08-02,"Virginia Basin",1,"10:35","11:58","10:30","12:00",2022,15.56888889,18.045,16.806944445
2022-08-03,"Ohio Pass High",2,"12:00","12:40","12:00","12:30",2022,24.35111111,25.51277778,24.931944445
2022-08-03,"Ohio Pass High",3,"13:53","14:32","14:00","14:30",2022,28.75388889,28.25777778,28.505833335
2022-08-03,"Kebler Pass",1,"10:10","11:20","10:00","11:30",2022,26.195,31.26777778,28.73138889
2022-08-03,"Kebler Pass",2,"11:56","12:53","12:00","13:00",2022,33.22222222,35.32777778,34.275
2022-08-03,"Kebler Pass",3,"13:55","14:42","14:00","14:30",2022,37.38388889,36.62,37.001944445
2022-08-03,"Brush Creek Hill",1,"10:10","10:45","10:00","11:00",2022,21.47277778,NA,21.47277778
2022-08-04,"Ohio Pass Low",1,"10:20","10:53","10:30","11:00",2022,23.48388889,26,24.741944445
2022-08-04,"Ohio Pass Low",2,"12:01","12:22","12:00","12:30",2022,28.95277778,30.86222222,29.9075
2022-08-04,"Ohio Pass Low",3,"13:59","14:23","14:00","14:30",2022,31.98277778,31.26777778,31.62527778
2022-08-05,"Avery Picnic",1,"10:02","11:39","10:00","11:30",2022,12.20722222,16.23722222,14.22222222
2022-08-08,"Gothic Town",1,"10:00","10:56","10:00","11:00",2022,24.73777778,23.96611111,24.351944445
2022-08-08,"Ohio Pass Low",1,"10:01","10:34","10:00","10:30",2022,22.42888889,25.31888889,23.87388889
2022-08-08,"Ohio Pass Low",2,"12:01","12:33","12:00","12:30",2022,29.35222222,31.37,30.36111111
2022-08-08,"Ohio Pass Low",3,"14:01","14:36","14:00","14:30",2022,33.74277778,30.55777778,32.15027778
2022-08-09,"Virginia Basin",1,"10:21","12:19","10:30","12:30",2022,20.805,27.76388889,24.284444445
2022-08-10,"Kebler Pass",1,"10:08","10:58","10:00","11:00",2022,30.255,36.18722222,33.22111111
2022-08-10,"Kebler Pass",2,"12:02","12:52","12:00","13:00",2022,39.84277778,33.32611111,36.584444445
2022-08-10,"Kebler Pass",3,"13:45","14:33","14:00","14:30",2022,31.06388889,35.54222222,33.303055555
2022-08-10,"Rustlers Gulch",1,"10:00","11:02","10:00","11:00",2022,26.09722222,23.19611111,24.646666665
2022-08-10,"Rustlers Gulch",2,"12:00","12:39","12:00","12:30",2022,25.41611111,24.15777778,24.786944445
2022-08-10,"Rustlers Gulch",3,"13:55","14:58","14:00","15:00",2022,26.78111111,26.68277778,26.731944445
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
NA,"",NA,"","",NA,NA,NA,NA,NA,NA
